Index,Date,News
291,11/18/2018,"['Ramona Ripston, California Civil Liberties Champion, Dies at 91', 'Trump Cried ‘Fraud’ in Florida. Ron DeSantis Said, Tone It Down.', 'Better Local Journalism, by Local Reporters, Is the Goal of a New Database', 'Rick Scott Wins Florida Senate Recount as Bill Nelson Concedes', 'In ‘Digital India,’ Government Hands Out Free Phones to Win Votes', 'Finally, a Machine That Can Finish Your Sentence', 'Trump, Touring Fire Ruins in California, Repeats Disputed Claim on Forest Management', 'Bloomberg Gives $1.8 Billion to Johns Hopkins for Student Aid', 'He Died Giving a Voice to Chile’s Poor. A Quest for Justice Took Decades.', 'A Democratic Rout in Orange County: Cisneros’s Win Makes It Four', 'Slowing Global Growth May Lessen the Threat of Rising Rates', 'How China Is Rewriting Its Own Script', '‘Hell on Earth’: The First 12 Hours of California’s Deadliest Wildfire', 'The Land That Failed to Fail', 'How China Walled Off the Internet', 'The World, Built by China', 'The American Dream Is Alive. In China.', 'How China Took Over Your TV']"
292,11/19/2018,"['No More Laughs as White House Correspondents’ Dinner Turns to a Historian', 'Chicago Hospital Shooting Leaves 4 Dead', 'David’s Bridal Files for Bankruptcy, but Brides Will Get Their Dresses', 'In a Walmart Lot, a Rough Refuge for California Wildfire Evacuees', 'Needing Growth, Uber Returns to Germany. This Time on Best Behavior.', 'Brenda Snipes, Broward County’s Embattled Elections Chief, to Resign', 'Will Hurd Wins Re-election to Texas Congressional Seat', 'DealBook Briefing: Nissan’s Chairman Faces Criminal Charges Over Secret Compensation', 'Amazon, Apple and Facebook Once Led the Market. Now They Are Driving It Down.', 'The Whitey Bulger Murder Mystery: Two Assailants and a Prison Full of Suspects', 'Disney Wins Chinese Approval for Fox Deal, Clearing Major Hurdle', 'The Facebook Movie Told Us What We Needed to Know About Mark Zuckerberg', 'These Divided States', 'On Politics: Trump Says He Won’t Sit With Mueller', 'Founder’s Big Idea to Revive BuzzFeed’s Fortunes? A Merger With Rivals', 'Nissan Chairman, Carlos Ghosn, Is Arrested Over Financial Misconduct Allegations', 'In Mississippi, Issues of Race Complicate a Senate Election', 'Stay or Go? For This Californian, That’s an Easy Choice', 'Consolidation Might Solve Some of Asia’s Big Airline Issues', 'The Chip Industry Can’t Seem to Escape Its Boom-and-Bust Past', 'Charges of Vote Stealing in Florida Portend More Distrust in System for 2020', 'California Today: How Orange County Foiled Kevin McCarthy’s Plans']"
293,11/20/2018,"['Here’s What Brenda Snipes Has to Say About Florida’s Election', 'The Price Tag of Migrant Family Separation: $80 Million and Rising', 'The Tech Stock Fall Lost These 5 Companies $800 Billion in Market Value', 'Coupang, South Korean E-Commerce Start-up, Raises $2 Billion From SoftBank', 'How Wildfires Are Making Some California Homes Uninsurable', 'California Today: Risking All to Save Helltown From Burning', 'A Cigarette for a Fake Signature? Election Fraud Charged on Los Angeles’ Skid Row', 'CNN’s Jim Acosta Has Press Pass Restored by White House', 'Somali Workers in Minnesota Force Amazon to Negotiate', 'Cindy Hyde-Smith, in Mississippi Runoff Debate, Addresses ‘Public Hanging’ Remarks', 'Judge Blocks Mississippi Law Banning Abortions After 15 Weeks', 'Federal Judge Blocks Trump’s Proclamation Targeting Some Asylum Seekers', 'Carlos Ghosn Felt Stars Deserved Big Pay. His Accusers Say He Took That Too Far.', 'Nissan and Renault Wrestle With the Fallout From Carlos Ghosn’s Arrest', 'Recent Commercial Real Estate Transactions', 'The ‘Neo-Banks’ Are Finally Having Their Moment', 'Turbulent Stock Market Is Flashing a Warning About the Economy', 'How to Survive Thanksgiving', 'DealBook Briefing: Can Carlos Ghosn’s Auto Empire Survive His Fall?', 'Glamour Magazine to Cease Regular Print Publication', 'The Tyranny of Turkey: Picturing the Holiday Tradition You Have to Love', 'Stocks Fall, Wiping Out Gains for 2018', 'Ex-President of Michigan State Charged With Lying About Nassar Case', 'What’s Happening to the Price of Oil?', 'In Chicago Hospital Shooting, Domestic Violence Flares Into Public View', 'As Immigrant Farmworkers Become More Scarce, Robots Replace Humans', 'On Politics: Racial Politics Take Center Stage in Mississippi', 'On the California Wildfire Missing List, Name After Name After Name', 'Universities Look to Strengthen the Places They Call Home', 'Senators Ask Verizon and XPO About Pregnancy Discrimination']"
294,11/21/2018,"['A Frantic Call, a Neighbor’s Knock, but Few Official Alerts as Wildfire Closed In', '‘We Don’t Do the Black Friday Madness’', 'U.S. Prosecutors Are Said to Be Investigating Japan’s Largest Bank', 'Sweden’s Push to Get Rid of Cash Has Some Saying, ‘Not So Fast’', 'Record and Share Your Family History in 5 Steps', 'Who Is Carlos Ghosn and Why Is He in Trouble? ', 'You Don’t Have to Be a Journalist to Want to Keep Chats Private', 'Fire and Rain: California Storm Brings Relief to Some, Misery to Others', 'Smart Headlights Inch Closer to American Roads', 'DealBook Briefing: The Stock Rout Is a Warning About the Economy', 'Stocks Rise After Wave of Selling That Erased 2018 Gains', 'In China, Dolce & Gabbana Draws Fire and Accusations of Racism on Social Media ', 'California Today: Why Robots Are Replacing Humans in the Fields', 'Nissan’s Ghosn to Spend at Least 10 More Days in Custody', 'How to Crush an Outlaw Biker Club: Seize Its … Logo?', 'You Want to Feed the Hungry? Lovely. Let’s See Your Permit.', 'Representative Mia Love, Once a Republican Star, Loses Re-election in Utah', 'Why Amazon Wants to Buy 22 Regional Sports Networks', '5 Reasons Cryptocurrency Prices Are Plunging Again', 'Australia Holiday Gift Guide']"
295,11/22/2018,"['On Thanksgiving Eve, Facebook Acknowledges Details of Times Investigation', 'Why the Announcement of a Looming White Minority Makes Demographers Nervous', 'Nissan’s Board Removes Carlos Ghosn as Chairman After His Arrest', 'Good Cheap Flights Still Exist. Here’s How to Find Them.', 'Parade Watchers Are Thankful for Matt Lauer’s Absence', 'Black Friday 2018: A Not-So-Wild Day for American Shoppers', 'How Facebook’s P.R. Firm Brought Political Trickery to Tech', 'Goldman Chairman Met Privately With Fugitive Accused in Malaysian Fraud', 'The F.A.O. Schwarz Piano Is Back — but With a Different Tune', 'Everything Around Him Burned. He Stayed Put, and Lived to Tell the Tale.', 'Holiday Spending Should Be Strong. And Then?', 'Amazon Lifts Ban on Australians Shipping From Its Main Site', 'Google to Demand More Disclosure From Buyers of European Election Ads']"
296,11/23/2018,"['In China, a School Trains Boys to Be ‘Real Men’', 'A Guatemalan Mother Could Lose Her Daughter, Because She’s an American', 'South Korea Loves Plastic Surgery and Makeup. Some Women Want to Change That.', 'Fistfights and Long Lines on Black Friday? Not as Much Anymore. ', 'See How the Fires Burned Where California Goes to Escape It All ', 'Bernie Sanders: Lion of the Left, but Not the Only One Roaring', 'Ghosn Arrest Exposes Stress in Japanese-French Auto Marriage', '4 Ways to Make Giving Large Donations to Small Groups Easier', 'Devastated by California Fire, Paradise Finds a Way to Give Thanks', 'Meet Zora, the Robot Caregiver']"
297,11/24/2018,"['Poisoned Wildlife and Tainted Meat: Why Hunters Are Moving Away From Lead Bullets', 'Across South, Democrats Who Speak Boldly Risk Alienating Rural White Voters', 'Childhood Memories of Racism and the Things Left Unsaid', 'Marijuana Legalization Threatens These Dogs’ Collars']"
298,11/25/2018,"['Betty Bumpers, Campaigner for Childhood Vaccinations, Dies at 93', 'After a Wildfire, Rebuilding Life Can Be Hardest for the Oldest', 'DealBook Special: China Means Business', 'For the First Time, a Black Woman Will Lead The Harvard Crimson', 'How Cheap Labor Drives China’s A.I. Ambitions', 'The New TV Season: Reboots and Reality Shows Are Sinking. Fallon Counters a Move by Colbert.', 'China’s Economy Became No. 2 by Defying No. 1', 'How China’s Rulers Control Society: Opportunity, Nationalism, Fear', 'Money and Muscle Pave China’s Way to Global Power', 'The Road to Confrontation']"
299,11/26/2018,"['Big December I.P.O.s Are Rare. Why Would Tencent Music Do One?', '$3,700 Generators and $666 Sinks: FEMA Contractors Charged Steep Markups on Puerto Rico Repairs', 'Theresa May Shouldn’t Bank on a TARP Moment for Brexit', 'DealBook Briefing: Stocks Aren’t the Only Assets Falling Into the Red', 'Does the Ninth Circuit Have the Highest Reversal Rate in the Country? ', 'California Today: Sexual Misconduct Claims Roil the State’s Democratic Party', '‘Sleepwalking’ Markets Woke Up This Year. That’s a Good Thing.', 'On Politics: The Lame-Duck Session Looms', 'G.M. to Idle Plants and Cut Thousands of Jobs as Sales Slow', 'A Choice for Mississippi', 'Carlos Ghosn Is Removed as Chairman of Mitsubishi Motors', 'Mia Love Criticizes Trump in Scathing Concession Speech', 'He Says He Got Away With 90 Murders. Now He’s Confessing to Them All.', 'California Firefighters Recount Historic Blaze: ‘There Wasn’t Anything That Wasn’t on Fire’', 'Netflix for Conservatives? Fox News Introduces Fox Nation, a Streaming App', 'Beto O’Rourke Says He Isn’t Ruling Out 2020 Presidential Bid', 'Intrepid Business Travelers Are Finding Another Way to the Airport: Bike', 'Campbell Soup Nears Truce With Activist Hedge Fund', 'Three Places Where Migrants Tried to Cross the Border, Facing Tear Gas and Barbed Wire']"
300,11/27/2018,"['Recent Commercial Real Estate Transactions', 'California Today: Banning Lead Ammunition to Save the Condors', '‘A Critical Time’: Border Businesses Jolted by $5.3 Million Loss in Crossing Shutdown', 'Why Trump’s Support for the Saudis May Not Help Them, or Him', 'More Small Companies Avoid I.P.O.s, Sapping U.S. Economy’s Vitality', 'President Trump Overlooks an Investment Opportunity in Climate Change', 'Jack Ma, China’s Richest Man, Belongs to the Communist Party. Of Course.', 'United Technologies to Split Into 3 Companies, Each With a Sharper Focus', 'The World’s New Top Bank Cop Faces a Stress Test of His Own', 'On Politics: Trump and Mexico’s New Leader Square Off Over Migrants', 'Mississippi Senate Runoff Election: Here’s What You Should Know', 'The Number of Undocumented Immigrants in the U.S. Has Dropped, a Study Says. Here Are 5 Takeaways.', 'In Serbia, a Former Military Base Finds a New Role', 'Energy Speculators Jump on Chance to Lease Public Land at Bargain Rates ', 'A Hot Seat for Facebook, an Empty Chair for Zuckerberg and a Vow to Share Secret Files', 'Condé Nast, Its Luster Dimmed by Losses, Is Looking for a New Chief', 'What’s Behind the G.M. Cutbacks, and Why Trump Is Angry ', 'U.S. Troops Went to the Border in 1997. They Killed an American Boy.', 'DealBook Briefing: G.M.’s Cuts Spell Trouble for the Economy', 'Apple’s Bad Month Is Getting Worse, Jeopardizing Its Status as Most Valuable Company', 'Mississippi Senate Election Results: Cindy Hyde-Smith vs. Mike Espy']"
301,11/28/2018,"['On Politics: Hyde-Smith Secures Her Mississippi Senate Seat in Win Over Espy', 'Investigators Raid Offices of President of U.S. Catholic Bishops', 'A Student Loan Help Center, Created by Critics of Trump’s Enforcement Efforts', 'Firearms Industry Appears Stuck in the Doldrums', 'Two Words From Fed Chairman Jerome Powell Sent Markets Soaring', 'Can There Be a Citizenship Question on the 2020 Census? A Judge Will Soon Rule', 'For Migrants on Both Sides of the Border, the One Constant Is a Long Wait', 'G.M., Not Trump, Is the Real Villain to Some Ohio Factory Workers', 'That Virus Alert on Your Computer? Scammers in India May Be Behind It', 'New Financial Rules Could Allow China’s Smaller Banks to Fail. That’s a Good Thing.', 'In Electing Cindy Hyde-Smith, Mississippi Stays True to Its Conservative Roots', 'Mississippi’s Era of Outsize Clout in Washington Is Waning', 'Democratic Committee Ends House Campaign Cycle $18 Million in Debt', 'Covering a White House Where News Is Always Just a Tap Away', 'How to Survive the Next Era of Tech (Slow Down and Be Mindful)', 'California Today: What Border Chaos Means for San Ysidro', '‘Large-Scale Reforms’ of Georgia Elections Sought in Federal Lawsuit', 'Bond Market Signals Weakening Case for Interest Rate Increases', 'The Baseless Claim That Climate Scientists Are ‘Driven’ by Money', 'Without a Trump Infrastructure Plan, an Aging Ohio Bridge Is in Limbo', 'DealBook Briefing: A Trade Truce With China? It’s Anyone’s Guess', 'Make Your Friends and Family Less Irksome This Holiday Season', 'Meet the New Freshmen in Congress']"
302,11/29/2018,"['G.M.’s President Will Take Over Its Self-Driving Effort', 'The ‘Green Dimension’: Inside the Lives of California’s Marijuana Trimmers', 'On Politics With Lisa Lerer: After Mississippi', 'Deutsche Bank Offices Are Searched in Money Laundering Investigation', 'DealBook Briefing: The Fed’s Chair Sent the Markets Soaring', 'U.S. Stresses Plan to Raise Tariffs on Chinese Cars', 'California Democratic Leader, Facing Sexual Misconduct Allegations, Steps Down', 'Are Civics Lessons a Constitutional Right? This Student Is Suing for Them', 'California Today: New Life in the Ashes of the Camp Fire', 'On Politics: Pelosi Secures Nomination for Speaker but Needs Votes to Clinch', 'For Carmakers, Auto Shows Are No Longer Can’t-Miss Events', 'The Charlottesville Murder Trial Is Beginning. Here’s What We Know.', 'A Farmer’s Tough Year on the Trade War’s Kansas Front', 'Britain and U.S. Reach Post-Brexit Aviation Agreement', 'For 2020 Democrats, There’s a Lot of ‘Thinking About It’', 'Microsoft Is Worth as Much as Apple. How Did That Happen?', 'Elizabeth Warren, Eyeing 2020, Decries Military Overreach', 'Altria Is Said to Be Seeking a Stake in Juul', 'Falling Oil Prices May Make Trump Happy but They Pose Risks for U.S.', 'In California, Houses Burned. So Did the Toxic Chemicals They Contained.', 'Three Weeks After Fire, Official Search for Dead Is Completed', 'Paul Polman, a ‘Crucial Voice’ for Corporate Responsibility, Steps Down as Unilever C.E.O.', 'Interest Rates Likely to Rise in December, Recap of Fed Meeting Shows', 'Jail Ordered to Give Inmate Methadone for Opioid Addiction in Far-Reaching Ruling', 'Oil’s Rout Is Making Junk Bond Investors (More) Nervous', 'What’s Stronger Than a Blue Wave? Gerrymandered Districts']"
303,11/30/2018,"['Former Dallas Officer Amber Guyger Charged With Murder for Shooting Man in His Apartment', 'Lasting Rancor Over Voting Issues Puts a Spotlight on a Georgia Runoff', 'Years After Plea Deal in Sex Case, Jeffrey Epstein’s Accusers Will Get Their Day in Court', 'A Close Race, a Mysterious Ballot and Control of Alaska’s House at Stake', 'Menial Tasks, Slurs and Swastikas: Many Black Workers at Tesla Say They Faced Racism', 'Deutsche Bank’s Top Management Offices Searched by German Investigators', 'Earthquake Shreds Highways and Sows Panic in South Central Alaska', 'Carlos Ghosn Can Remain in Tokyo Jail for 10 More Days', 'Those Halls Won’t Deck Themselves: Pros Help With Holiday Lights', 'When the Social Mission Comes Before Making a Buck', 'North Carolina Election That Looked to Be Republican Victory Now in Limbo', 'Bernie Sanders Steps Out With His Favored Political Partner: His Wife', 'Trump Promised Border Crackdowns on Migrants and Crime. Only One Happened.', 'Harry Leslie Smith, ‘World’s Oldest Rebel,’ Is Dead at 95', 'How to Stop Radical C.E.O.s From Going Rogue', 'Nearly a Month After the Midterms, Some House Races Are Still Undecided', 'How Michael Bloomberg Used His Money to Aid Democratic Victories in the House', 'The Week in Tech: Facebook’s Three Big Problems', 'After Whitey Bulger Killing, Warden of ‘Misery Mountain’ Faces Removal', 'Sheryl Sandberg Asked for Soros Research, Facebook Acknowledges', 'California Today: What Another Scandal Says About Hollywood', 'Rains Turn Squalid Migrant Camp Near California Border Into Scene of Fetid Misery', 'On Politics: Pleading Guilty, Cohen Details Moscow Trump Tower Talks', 'DealBook Briefing: A Dinner Could Make or Break the Trade War', 'G.E., Tesla and Snap Are Under Accounting Investigation. Here’s What They Should Worry About.', 'Marriott Hacking Exposes Data of Up to 500 Million Guests', 'We Went to a Steak Dinner Annuity Pitch. The Salesman Wasn’t Pleased. ', 'An Alabama Mall Shooting, a Black Man’s Death, and a Debate Over Race and Guns', 'Floyd Mayweather and DJ Khaled Are Fined in I.C.O. Crackdown', 'Robert Mueller and His Prosecutors: Who They Are and What They’ve Done']"
